Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude
Rockin' Sloppy Moccs with Socks On,The Curio Shop > Lost Dry Creek Cirque > Dry Creek Road Area > West Sedona > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/118110480/rockin-sloppy-moccs-with-socks-on,3,-1,Trad,5.10+,1,110,34.89348,-111.80953
White Elephant,The Curio Shop > Lost Dry Creek Cirque > Dry Creek Road Area > West Sedona > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/118110577/white-elephant,3,-1,Trad,5.12-,1,40,34.89348,-111.80953
Let it Whip,The Curio Shop > Lost Dry Creek Cirque > Dry Creek Road Area > West Sedona > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/118110544/let-it-whip,4,-1,Trad,5.12 PG13,1,60,34.89348,-111.80953
Tomorrow Never Knows,The Beehive > The Tropics > West Sedona > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/106775188/tomorrow-never-knows,0,-1,Trad,5.1,1,70,34.8618,-111.816
Anaphylaxis,The Beehive > The Tropics > West Sedona > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/106775192/anaphylaxis,2.3,-1,Trad,5.11,1,90,34.8618,-111.816
The Great Dihedral,The Great Wall > West Sedona > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/110552872/the-great-dihedral,3.6,-1,"Trad, Aid",5.11- A0,10,900,34.93222,-111.781
Jr. High Love Triangle,Key Hole Rock > West Sedona > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/119180178/jr-high-love-triangle,2,-1,Sport,5.7,1,65,34.84389,-111.84808
North Face/West Crack,Oak Creek Spire > Oak Creek Spire Area > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/105789525/north-facewest-crack,3.3,-1,Trad,5.9+,3,250,34.80292,-111.72643
La Quinta,Oak Creek Spire > Oak Creek Spire Area > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/111381819/la-quinta,3.4,-1,Trad,5.1,4,250,34.80292,-111.72643
Poquito Bandito,Oak Creek Spire > Oak Creek Spire Area > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/108543580/poquito-bandito,3,-1,Trad,5.11+,1,65,34.80292,-111.72643
Beast Master,Oak Creek Spire > Oak Creek Spire Area > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/111576167/beast-master,4,-1,Trad,5.12-,1,135,34.80292,-111.72643
Southern Revival South Face of Oak Creek Spire,Oak Creek Spire > Oak Creek Spire Area > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/108792090/southern-revival-south-face-of-oak-creek-spire,4,-1,Trad,5.12b,6,560,34.80292,-111.72643
North Face,Big Country Spire > Oak Creek Spire Area > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/109590813/north-face,2,-1,Trad,5.9,3,250,34.80739,-111.73105
Pump First Pay Later,Beef Lord Spire > Oak Creek Spire Area > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/110145902/pump-first-pay-later,2,-1,"Trad, Aid",5.11+ C0 R,2,150,34.80746,-111.72699
Sand Storm,Tempeh Wall > Oak Creek Spire Area > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/111792989/sand-storm,3,-1,Trad,5.11-,1,85,34.80705,-111.72578
Double Tap,Tempeh Wall > Oak Creek Spire Area > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/111400448/double-tap,3,-1,Trad,5.12-,1,85,34.80705,-111.72578
Saxon Justice,Tempeh Wall > Oak Creek Spire Area > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/110152009/saxon-justice,3.3,-1,Trad,5.12-,1,85,34.80705,-111.72578
Double Nickles on the Dime,Tempeh Wall > Oak Creek Spire Area > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/115323356/double-nickles-on-the-dime,3,-1,Trad,5.12-,1,80,34.80705,-111.72578
Blood Ceremony,Tempeh Wall > Oak Creek Spire Area > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/111812311/blood-ceremony,4,-1,Trad,5.12+,1,85,34.80705,-111.72578
Winter Sun,Winter Sun Wall > Oak Creek Spire Area > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/111452797/winter-sun,3.1,-1,Trad,5.11,5,350,34.80735,-111.73569
Destination Unknown,Destination Tower > Oak Creek Spire Area > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/116375835/destination-unknown,3,-1,Trad,5.11-,5,350,34.80709,-111.73666
Direct Flight,Destination Tower > Oak Creek Spire Area > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/116375917/direct-flight,3.7,-1,Trad,5.11,5,350,34.80709,-111.73666
Flight Path,Destination Tower > Oak Creek Spire Area > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/116375766/flight-path,2.7,-1,Trad,5.11 PG13,4,350,34.80709,-111.73666
Open Range,Beef Country Buttress > Oak Creek Spire Area > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/118642527/open-range,3,-1,Trad,5.11- PG13,2,215,34.80823,-111.72916
Heifer,Beef Wall > Oak Creek Spire Area > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/118942822/heifer,2,-1,Trad,5.1,1,70,34.80786,-111.72652
Red Angus,Beef Wall > Oak Creek Spire Area > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/118942614/red-angus,3,-1,Trad,5.10+,1,70,34.80786,-111.72652
What's Beef?,Beef Wall > Oak Creek Spire Area > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/118942695/whats-beef,3,-1,Trad,5.11,1,70,34.80786,-111.72652
Thinning the Herd,Beef Wall > Oak Creek Spire Area > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/118942744/thinning-the-herd,3,-1,Trad,5.11+,1,70,34.80786,-111.72652
The Magazine,Beef Wall > Oak Creek Spire Area > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/118942992/the-magazine,4,-1,Trad,5.12 PG13,1,70,34.80786,-111.72652
Chief of Beef,Beef Wall > Oak Creek Spire Area > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/118942905/chief-of-beef,4,-1,Trad,5.12+,2,150,34.80786,-111.72652
Bell Rock - Kamps Route,Bell Rock > Bell Rock / Courthouse Butte > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/105793669/bell-rock-kamps-route,1.9,-1,Trad,5.8,1,80,34.80029,-111.76469
NorthWest Corner,Bell Rock > Bell Rock / Courthouse Butte > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/106188682/northwest-corner,2,-1,Trad,5.10 PG13,2,200,34.80029,-111.76469
Central South Rib,Courthouse Butte > Bell Rock / Courthouse Butte > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/105812335/central-south-rib,1.9,-1,Trad,5.6,1,1500,34.801,-111.75488
Flip Wilson Route (aka Here Comes the Judge),Courthouse Butte > Bell Rock / Courthouse Butte > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/105817176/flip-wilson-route-aka-here-comes-the-judge,2.8,-1,"Trad, Sport",5.10c,3,300,34.801,-111.75488
Coyote Tower,Courthouse Butte > Bell Rock / Courthouse Butte > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/105809140/coyote-tower,3.4,-1,Trad,5.10c,6,400,34.801,-111.75488
The Prosecutor,Courthouse Butte > Bell Rock / Courthouse Butte > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/105829805/the-prosecutor,3.2,-1,Trad,5.11-,4,400,34.801,-111.75488
Justice of the Peace,Courthouse Butte > Bell Rock / Courthouse Butte > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/108108804/justice-of-the-peace,3.4,-1,Trad,5.11+,6,550,34.801,-111.75488
A Day in Court,Courthouse Butte > Bell Rock / Courthouse Butte > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/106983142/a-day-in-court,3,-1,Trad,5.11+ R,5,550,34.801,-111.75488
Turkey Trot,Turkey Dome > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/118702327/turkey-trot,2.3,-1,Sport,5.9,2,170,34.79673,-111.81949
Fall Harvest,Turkey Dome > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/118782101/fall-harvest,2.8,-1,Sport,5.9+,2,200,34.79673,-111.81949
Caruncle,Turkey Dome > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/110337167/caruncle,2,-1,Trad,5.11+,1,95,34.79673,-111.81949
South Chimney,South Castle Tower > Castle Towers > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/118311231/south-chimney,0,-1,Trad,5.6,1,200,34.79016,-111.77388
The North Face Route,South Castle Tower > Castle Towers > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/110315220/the-north-face-route,1.4,-1,Trad,5.7,4,270,34.79016,-111.77388
Gillotine (left),South Castle Tower > Castle Towers > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/117965579/gillotine-left,2,-1,Trad,5.8,2,120,34.79016,-111.77388
Royalty,South Castle Tower > Castle Towers > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/114257942/royalty,2.7,-1,Trad,5.9-,1,100,34.79016,-111.77388
Gillotine (right),South Castle Tower > Castle Towers > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/117965451/gillotine-right,2.5,-1,Trad,5.9,2,150,34.79016,-111.77388
Transylvania Trip,South Castle Tower > Castle Towers > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/118031371/transylvania-trip,3,-1,Trad,5.9+,6,400,34.79016,-111.77388
Jester,South Castle Tower > Castle Towers > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/114257842/jester,2.6,-1,Trad,5.10a,1,80,34.79016,-111.77388
Gargoyle,South Castle Tower > Castle Towers > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/114282317/gargoyle,2.5,-1,Trad,5.10-,1,110,34.79016,-111.77388
Excalibur,South Castle Tower > Castle Towers > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/114257799/excalibur,3.4,-1,Trad,5.10-,1,120,34.79016,-111.77388
Mrs. Robinson,South Castle Tower > Castle Towers > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/111427803/mrs-robinson,2,-1,Trad,5.10-,3,300,34.79016,-111.77388
Mid-Evil Times,South Castle Tower > Castle Towers > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/114257758/mid-evil-times,3.1,-1,Trad,5.1,1,80,34.79016,-111.77388
Tweaker,South Castle Tower > Castle Towers > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/114414200/tweaker,2,-1,Sport,5.10c,1,80,34.79016,-111.77388
Henchman,South Castle Tower > Castle Towers > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/114257913/henchman,3,-1,Trad,5.10+,2,80,34.79016,-111.77388
Dark Ages,South Castle Tower > Castle Towers > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/118311024/dark-ages,3.5,-1,Trad,5.11+,1,100,34.79016,-111.77388
Roast Beast,North Castle Tower > Castle Towers > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/114221714/roast-beast,2.7,-1,Trad,5.10-,2,200,34.7921,-111.77436
Chapulín Corner,North Castle Tower > Castle Towers > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/114222009/chapulin-corner,1.5,-1,Trad,5.10- PG13,2,200,34.7921,-111.77436
Cat Caught Your Tongue,Bobcat Spire > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/116693344/cat-caught-your-tongue,1,-1,Trad,5.10 PG13,2,250,34.79294,-111.77679
Prowler,Bobcat Spire > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/116692764/prowler,3.3,-1,Trad,5.10+,4,250,34.79294,-111.77679
Bobcat Spire (Original Route),Bobcat Spire > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/116692591/bobcat-spire-original-route,3,-1,Trad,5.10+,3,240,34.79294,-111.77679
Original Route,The Mace > Cathedral Rock Area > Sedona > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/105788086/original-route,3.6,-1,Trad,5.9+,5,400,34.81836,-111.7913
Bruce Carson Memorial Route,The Mace > Cathedral Rock Area > Sedona > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/106907993/bruce-carson-memorial-route,-1,-1,Trad,5.1,3,,34.81836,-111.7913
Webster/ Becker Variation,The Mace > Cathedral Rock Area > Sedona > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/106908019/webster-becker-variation,-1,-1,Trad,5.1,2,,34.81836,-111.7913
"Wind, Sand, and Stars",The Mace > Cathedral Rock Area > Sedona > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/106902399/wind-sand-and-stars,-1,-1,"Trad, Aid",5.10 A2+ R,2,250,34.81836,-111.7913
Real Rappel Route,The Mace > Cathedral Rock Area > Sedona > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/106901415/real-rappel-route,2,-1,Trad,5.1,2,200,34.81836,-111.7913
Rappel Route,The Mace > Cathedral Rock Area > Sedona > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/106573958/rappel-route,2,-1,TR,5.10c,2,75,34.81836,-111.7913
Little Big Man,The Mace > Cathedral Rock Area > Sedona > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/112380986/little-big-man,2,-1,Trad,5.11- PG13,3,300,34.81836,-111.7913
"Blood,Sweat, and Fears",The Mace > Cathedral Rock Area > Sedona > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/106907971/bloodsweat-and-fears,-1,-1,Trad,5.11 R,3,,34.81836,-111.7913
"South Face, The Dodger",The Dodger > South Mesa > Cathedral Rock Area > Sedona > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/111659682/south-face-the-dodger,3.2,-1,Trad,5.9+ R,2,180,34.81777,-111.79202
Enter the Vortex,The Dodger > South Mesa > Cathedral Rock Area > Sedona > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/112302089/enter-the-vortex,3,-1,Trad,5.12- R,3,280,34.81777,-111.79202
Palmistry,The Dodger > South Mesa > Cathedral Rock Area > Sedona > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/117666188/palmistry,3.5,-1,Trad,5.12b,1,95,34.81777,-111.79202
Vortex in a Can,South Mesa > South Mesa > Cathedral Rock Area > Sedona > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/105813075/vortex-in-a-can,3.4,-1,Trad,5.10+,3,,34.81768,-111.79289
New Age Rage,South Mesa > South Mesa > Cathedral Rock Area > Sedona > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/117666256/new-age-rage,2,-1,Trad,5.11-,2,200,34.81768,-111.79289
Freedom,South Mesa > South Mesa > Cathedral Rock Area > Sedona > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/105926394/freedom,3.3,-1,Trad,5.11b/c,3,250,34.81768,-111.79289
The Hurricane,North Mesa > Cathedral Rock Area > Sedona > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/105814811/the-hurricane,1.9,-1,Trad,5.10a,3,300,34.81932,-111.79305
Andy Kaufman Crack,North Mesa > Cathedral Rock Area > Sedona > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/105817049/andy-kaufman-crack,3.1,-1,Trad,5.1,1,105,34.81932,-111.79305
The Stage,North Mesa > Cathedral Rock Area > Sedona > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/112324601/the-stage,2.3,-1,Trad,5.1,2,200,34.81932,-111.79305
Rusty Cage,North Mesa > Cathedral Rock Area > Sedona > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/105814822/rusty-cage,3.3,-1,Trad,5.10+,1,70,34.81932,-111.79305
Fat Bastard,North Mesa > Cathedral Rock Area > Sedona > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/105814827/fat-bastard,2.6,-1,Trad,5.11- R,1,140,34.81932,-111.79305
1999,North Mesa > Cathedral Rock Area > Sedona > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/105860913/1999,3.1,-1,Trad,5.11c PG13,1,115,34.81932,-111.79305
Cobra Vision,North Mesa > Cathedral Rock Area > Sedona > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/106054823/cobra-vision,2.7,-1,Trad,5.11+ PG13,4,230,34.81932,-111.79305
The Pirate,Middle Mesa > Cathedral Rock Area > Sedona > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/108247633/the-pirate,3.4,-1,Trad,5.10+,3,300,34.81932,-111.79305
Welcome to Sedona,Middle Mesa > Cathedral Rock Area > Sedona > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/117666137/welcome-to-sedona,3.5,-1,Trad,5.11+,3,270,34.81932,-111.79305
West Face,"Point 4,460 (Aka Baldwin Rock) > Cathedral Rock Area > Sedona > Sedona Area > Northern Arizona > Arizona",https://www.mountainproject.com/route/116679652/west-face,2,-1,Trad,5.5,1,45,34.81911,-111.80322
Northface,Slingshot Rock > Marg's Draw > Sedona > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/111859401/northface,2,-1,"Trad, Aid",5.7 A0,3,170,34.8661,-111.7637
South Face of West Tower,Slingshot Rock > Marg's Draw > Sedona > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/105804064/south-face-of-west-tower,2,-1,Trad,5.9+ PG13,5,200,34.8661,-111.7637
